nct_id,title,url,status,conditions,interventions,sponsor,collaborators,study_type,phase
NCT00897793,Growth Factor Levels in the Blood of Patients Undergoing Radiation Therapy for Epithelial Cancer,https://clinicaltrials.gov/study/NCT00897793,COMPLETED,Breast Cancer|Colorectal Cancer|Head and Neck Cancer|Lung Cancer|Prostate Cancer,PROCEDURE: venipuncture|RADIATION: radiation therapy,Vanderbilt-Ingram Cancer Center,National Cancer Institute (NCI),OBSERVATIONAL,Unknown
NCT04550494,Measuring the Effects of Talazoparib in Patients With Advanced Cancer and DNA Repair Variations,https://clinicaltrials.gov/study/NCT04550494,RECRUITING,Anatomic Stage III Breast Cancer AJCC v8|Anatomic Stage IV Breast Cancer AJCC v8|Castration-Resistant Prostate Carcinoma|Clinical Stage III Gastric Cancer AJCC v8|Clinical Stage IV Gastric Cancer AJCC v8|HER2-Positive Breast Carcinoma|Locally Advanced Breast Carcinoma|Locally Advanced Gastric Carcinoma|Locally Advanced Malignant Solid Neoplasm|Locally Advanced Ovarian Carcinoma|Locally Advanced Pancreatic Carcinoma|Locally Advanced Prostate Carcinoma|Metastatic Breast Carcinoma|Metastatic Gastric Carcinoma|Metastatic Malignant Solid Neoplasm|Metastatic Ovarian Carcinoma|Metastatic Pancreatic Carcinoma|Metastatic Prostate Carcinoma|Platinum-Sensitive Ovarian Carcinoma|Recurrent Breast Carcinoma|Recurrent Gastric Carcinoma|Recurrent Ovarian Carcinoma|Recurrent Pancreatic Carcinoma|Recurrent Prostate Carcinoma|Stage II Pancreatic Cancer AJCC v8|Stage III Ovarian Cancer AJCC v8|Stage III Pancreatic Cancer AJCC v8|Stage III Prostate Cancer AJCC v8|Stage IV Ovarian Cancer AJCC v8|Stage IV Pancreatic Cancer AJCC v8|Stage IV Prostate Cancer AJCC v8,PROCEDURE: Biopsy Procedure|PROCEDURE: Biospecimen Collection|PROCEDURE: Computed Tomography|PROCEDURE: Magnetic Resonance Imaging|DRUG: Talazoparib,National Cancer Institute (NCI),nan,INTERVENTIONAL,Unknown
NCT03729596,MGC018 With or Without MGA012 in Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT03729596,TERMINATED,"Squamous Cell Carcinoma of Head and Neck|Triple Negative Breast Cancer|Melanoma|Advanced Solid Tumor, Adult|Metastatic Castrate Resistant Prostate Cancer|Non Small Cell Lung Cancer",BIOLOGICAL: vobramitamab duocarmazine,MacroGenics,nan,INTERVENTIONAL,Unknown
NCT04771520,Avapritinib for the Treatment of CKIT or PDGFRA Mutation-Positive Locally Advanced or Metastatic Malignant Solid Tumors,https://clinicaltrials.gov/study/NCT04771520,RECRUITING,Anatomic Stage IV Breast Cancer AJCC v8|Clinical Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8|Clinical Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8|Clinical Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8|Locally Advanced Malignant Solid Neoplasm|Locally Advanced Melanoma|Locally Advanced Primary Malignant Central Nervous System Neoplasm|Locally Advanced Sarcoma|Metastatic Malignant Solid Neoplasm|Metastatic Melanoma|Metastatic Primary Malignant Central Nervous System Neoplasm|Metastatic Sarcoma|Pathologic Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8|Pathologic Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8|Pathologic Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8|Postneoadjuvant Therapy Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8|Postneoadjuvant Therapy Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8|Postneoadjuvant Therapy Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8|Prognostic Stage IIIC Breast Cancer AJCC v8|Prognostic Stage IV Breast Cancer AJCC v8|Stage IIIC Colorectal Cancer AJCC v8|Stage IIIC Lung Cancer AJCC v8|Stage IV Colorectal Cancer AJCC v8|Stage IV Lung Cancer AJCC v8|Stage IVA Colorectal Cancer AJCC v8|Stage IVA Lung Cancer AJCC v8|Stage IVB Colorectal Cancer AJCC v8|Stage IVB Lung Cancer AJCC v8|Stage IVC Colorectal Cancer AJCC v8,DRUG: Avapritinib,M.D. Anderson Cancer Center,National Cancer Institute (NCI),INTERVENTIONAL,Unknown
NCT06682793,"A Study to Evaluate the Safety and Efficacy of A2B395, an Allogeneic Logic-gated CAR T, in Participants With Solid Tumors That Express EGFR and Have Lost HLA-A*02 Expression",https://clinicaltrials.gov/study/NCT06682793,RECRUITING,"Solid Tumor, Adult|Colorectal Cancer|Non-Small Cell Lung|NSCLC (Non-small Cell Lung Cancer)|Cancer|Colon Cancer|Rectal Cancer|Lung Cancer|CRC|Head and Neck Squamous Cell Cancer|HNSCC|Renal Cell Carcinoma|RCC|Kidney Cancer|Triple Negative Breast Cancer|TNBC|Colorectal Adenocarcinoma",BIOLOGICAL: A2B395|DIAGNOSTIC_TEST: xT CDx with HLA-LOH assay,A2 Biotherapeutics Inc.,nan,INTERVENTIONAL,Unknown
NCT05188495,Trastuzumab(Henlius®) Combined With Pertuzumab(Perjeta®) and Chemotherapy in Chinese Patients With Her2-Positive Metastatic Breast Cancer Previously Treated With Trastuzumab,https://clinicaltrials.gov/study/NCT05188495,UNKNOWN,HER2-positive Metastatic Breast Cancer|Previously Treated With Trastuzumab|Trastuzumab Combined With Pertuzumab and Chemotherapy,DRUG: trastuzumab(Henlius®) combined with Pertuzumab(Perjeta®) and Chemotherapy,Peking University Cancer Hospital & Institute,nan,OBSERVATIONAL,Unknown
NCT05424835,"A Trial of SHR-A1811versus Pyrotinib in Combination With Capecitabine in HER2-Positive, Unresectable and/or Metastatic Breast Cancer Subjects Previously Treated With Trastuzumab and Taxane",https://clinicaltrials.gov/study/NCT05424835,ACTIVE_NOT_RECRUITING,"HER2-Positive, Unresectable and/or Metastatic Breast Cancer Subjects Previously Treated With Trastuzumab and Taxane",DRUG: SHR-A1811|DRUG: Pyrotinib in combination with Capecitabine.|DRUG: SHR-A1811,"Jiangsu HengRui Medicine Co., Ltd.",nan,INTERVENTIONAL,Unknown
NCT00379015,Epirubicin and Cyclophosphamide Followed By Docetaxel and Trastuzumab in Treating Women With HER2-Positive Stage III or Stage IV Breast Cancer,https://clinicaltrials.gov/study/NCT00379015,COMPLETED,Breast Cancer,BIOLOGICAL: trastuzumab|DRUG: cyclophosphamide|DRUG: docetaxel|DRUG: epirubicin hydrochloride|PROCEDURE: conventional surgery|PROCEDURE: neoadjuvant therapy,"Translational Research Center for Medical Innovation, Kobe, Hyogo, Japan",nan,INTERVENTIONAL,Unknown
NCT00004172,"Chemotherapy, Filgrastim, and Stem Cell Transplantation With Radiation Therapy in Treating Patients With Stage III or Stage IV Breast Cancer",https://clinicaltrials.gov/study/NCT00004172,COMPLETED,Breast Cancer,BIOLOGICAL: filgrastim|DRUG: carboplatin|DRUG: cyclophosphamide|DRUG: ifosfamide|DRUG: thiotepa|PROCEDURE: peripheral blood stem cell transplantation|RADIATION: radiation therapy,Northwestern University,National Cancer Institute (NCI),INTERVENTIONAL,Unknown
NCT03829436,TPST-1120 as Monotherapy and in Combination With Nivolumab in Subjects With Advanced Cancers,https://clinicaltrials.gov/study/NCT03829436,COMPLETED,Hepatocellular Carcinoma|Metastatic Castration Resistant Prostate Cancer|Renal Cell Carcinoma|Non-small Cell Lung Cancer|Colorectal Cancer|Squamous Cell Carcinoma of Head and Neck|Triple-Negative Breast Cancer|Urothelial Carcinoma|Cholangiocarcinoma|GastroEsophageal Cancer|Pancreatic Cancer|Sarcoma,DRUG: Part 1 TPST-1120|DRUG: Part 2 TPST-1120 + nivolumab|DRUG: Part 3 TPST-1120|DRUG: Part 4 TPST-1120 + nivolumab,Tempest Therapeutics,nan,INTERVENTIONAL,Unknown
NCT04142931,Sequentional Immuno Apheresis Plasma Volume Escalation Cohort Study of Reduction of Soluble Tumor Necrosis Factor Receptors 1 and 2 (sTNFR1/2) With or Without Nivolumab in Patients With Inoperable or Metastatic Solid Tumors,https://clinicaltrials.gov/study/NCT04142931,UNKNOWN,Stage IV Non-small Cell Lung Cancer|Stage IV Melanoma|Triple Negative Breast Cancer|Renal Cell Carcinoma Stage IV,COMBINATION_PRODUCT: ImmunicomAIAC,Dr. Ronnie Shapira,"Immunicom Inc. San Diego California, USA",INTERVENTIONAL,Unknown
NCT00003068,"High-Dose Chemotherapy and Autologous Blood Cell Transplantation in Treating Patients With Primary, Locally Advanced, or Stage IV Breast Cancer",https://clinicaltrials.gov/study/NCT00003068,COMPLETED,Breast Cancer|Drug/Agent Toxicity by Tissue/Organ,DRUG: amifostine trihydrate|DRUG: cyclophosphamide|DRUG: mitoxantrone hydrochloride|DRUG: thiotepa|PROCEDURE: peripheral blood stem cell transplantation,University of Arizona,nan,INTERVENTIONAL,Unknown
NCT02498613,A Phase 2 Study of Cediranib in Combination With Olaparib in Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT02498613,ACTIVE_NOT_RECRUITING,Advanced Malignant Solid Neoplasm|Metastatic Lung Non-Small Cell Carcinoma|Metastatic Lung Small Cell Carcinoma|Metastatic Pancreatic Adenocarcinoma|Metastatic Triple-Negative Breast Carcinoma|Pancreatic Ductal Adenocarcinoma|Stage III Breast Cancer AJCC v7|Stage III Lung Non-Small Cell Cancer AJCC v7|Stage III Lung Small Cell Carcinoma AJCC v7|Stage III Pancreatic Cancer AJCC v6 and v7|Stage IIIA Breast Cancer AJCC v7|Stage IIIA Lung Non-Small Cell Cancer AJCC v7|Stage IIIA Lung Small Cell Carcinoma AJCC v7|Stage IIIB Breast Cancer AJCC v7|Stage IIIB Lung Non-Small Cell Cancer AJCC v7|Stage IIIB Lung Small Cell Carcinoma AJCC v7|Stage IIIC Breast Cancer AJCC v7|Stage IV Breast Cancer AJCC v6 and v7|Stage IV Lung Non-Small Cell Cancer AJCC v7|Stage IV Lung Small Cell Carcinoma AJCC v7|Stage IV Pancreatic Cancer AJCC v6 and v7|Triple-Negative Breast Carcinoma|Unresectable Lung Small Cell Carcinoma|Unresectable Pancreatic Adenocarcinoma|Unresectable Pancreatic Carcinoma|Unresectable Triple-Negative Breast Carcinoma,OTHER: 18F-Fluoromisonidazole|DRUG: Cediranib Maleate|OTHER: Laboratory Biomarker Analysis|DRUG: Olaparib|PROCEDURE: Positron Emission Tomography,National Cancer Institute (NCI),AstraZeneca,INTERVENTIONAL,Phase 2
NCT05131815,The BurnAlong Pilot Study for Adolescent and Young Adult Cancer Survivors,https://clinicaltrials.gov/study/NCT05131815,COMPLETED,"Cancer|Cancer Metastatic|Neoplasms|Breast Cancer|Lung Cancer|Thyroid Cancer|Lymphoma|Lymphoma, Non-Hodgkin|Hodgkin Lymphoma|Leukemia|Sarcoma|Skin Cancer|Bone Cancer|Gynecologic Cancer|Pancreas Cancer|Multiple Myeloma|Colorectal Cancer|Gastrointestinal Cancer|Prostate Cancer|Glioblastoma|Brain Cancer|Head and Neck Cancer",BEHAVIORAL: Virtual group based physical activity (BurnAlong) and Social Media Discussion Board,Cedars-Sinai Medical Center,Walter Reed National Military Medical Center,INTERVENTIONAL,Unknown
NCT02706392,Genetically Modified T-Cell Therapy in Treating Patients With Advanced ROR1+ Malignancies,https://clinicaltrials.gov/study/NCT02706392,TERMINATED,Hematopoietic and Lymphoid Cell Neoplasm|Malignant Solid Neoplasm|Metastatic Lung Non-Small Cell Carcinoma|Metastatic Triple-Negative Breast Carcinoma|Recurrent Acute Lymphoblastic Leukemia|Recurrent Mantle Cell Lymphoma|Refractory Chronic Lymphocytic Leukemia|Stage III Lung Non-Small Cell Cancer AJCC v7|Stage IIIA Lung Non-Small Cell Cancer AJCC v7|Stage IIIB Lung Non-Small Cell Cancer AJCC v7|Stage IV Breast Cancer AJCC v6 and v7|Stage IV Lung Non-Small Cell Cancer AJCC v7|Unresectable Lung Non-Small Cell Carcinoma,OTHER: Laboratory Biomarker Analysis|BIOLOGICAL: ROR1 CAR-specific Autologous T-Lymphocytes,Fred Hutchinson Cancer Center,National Cancer Institute (NCI),INTERVENTIONAL,Unknown
NCT04704661,"Testing the Combination of Two Anti-cancer Drugs, DS-8201a and AZD6738, for The Treatment of Advanced Solid Tumors Expressing the HER2 Protein or Gene, The DASH Trial",https://clinicaltrials.gov/study/NCT04704661,RECRUITING,Advanced Breast Carcinoma|Advanced Colon Carcinoma|Advanced Colorectal Carcinoma|Advanced Endometrial Carcinoma|Advanced Gastric Carcinoma|Advanced Gastroesophageal Junction Adenocarcinoma|Advanced Malignant Solid Neoplasm|Advanced Salivary Gland Carcinoma|Anatomic Stage III Breast Cancer AJCC v8|Anatomic Stage IV Breast Cancer AJCC v8|Clinical Stage III Gastric Cancer AJCC v8|Clinical Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8|Clinical Stage IV Gastric Cancer AJCC v8|Clinical Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8|HER2-Positive Breast Carcinoma|Malignant Hepatobiliary Neoplasm|Metastatic Breast Carcinoma|Metastatic Colon Carcinoma|Metastatic Colorectal Carcinoma|Metastatic Endometrial Carcinoma|Metastatic Gastric Carcinoma|Metastatic Gastroesophageal Junction Adenocarcinoma|Metastatic Malignant Solid Neoplasm|Metastatic Salivary Gland Carcinoma|Stage III Colon Cancer AJCC v8|Stage III Colorectal Cancer AJCC v8|Stage III Major Salivary Gland Cancer AJCC v8|Stage III Uterine Corpus Carcinoma or Carcinosarcoma AJCC v8|Stage IV Colon Cancer AJCC v8|Stage IV Colorectal Cancer AJCC v8|Stage IV Major Salivary Gland Cancer AJCC v8|Stage IV Uterine Corpus Carcinoma or Carcinosarcoma AJCC v8|Unresectable Breast Carcinoma|Unresectable Colon Carcinoma|Unresectable Colorectal Carcinoma|Unresectable Endometrial Carcinoma|Unresectable Gastric Carcinoma|Unresectable Gastroesophageal Junction Adenocarcinoma|Unresectable Malignant Solid Neoplasm|Unresectable Salivary Gland Carcinoma,PROCEDURE: Biopsy Procedure|PROCEDURE: Biospecimen Collection|DRUG: Ceralasertib|PROCEDURE: Computed Tomography|PROCEDURE: Echocardiography Test|PROCEDURE: Multigated Acquisition Scan|PROCEDURE: Positron Emission Tomography|BIOLOGICAL: Trastuzumab Deruxtecan,National Cancer Institute (NCI),nan,INTERVENTIONAL,Unknown
NCT00544336,Family Quality of Life Among Families With a Member Who is a Cancer Patient,https://clinicaltrials.gov/study/NCT00544336,COMPLETED,Breast Cancer|Colorectal Cancer|Head and Neck Cancer|Lung Cancer|Prostate Cancer|Solid Tumor,OTHER: questionnaire administration|OTHER: survey administration|PROCEDURE: quality-of-life assessment,Vanderbilt-Ingram Cancer Center,National Cancer Institute (NCI),OBSERVATIONAL,Unknown
NCT00004157,"Interleukin-11 Plus Filgrastim Prior to Peripheral Stem Cell Transplantation in Patients With Non-Hodgkin's Lymphoma, Hodgkin's Disease, Breast Cancer, or Other Solid Tumors",https://clinicaltrials.gov/study/NCT00004157,COMPLETED,Breast Cancer|Gestational Trophoblastic Tumor|Kidney Cancer|Lymphoma|Neuroblastoma|Ovarian Cancer|Sarcoma|Testicular Germ Cell Tumor,BIOLOGICAL: filgrastim|BIOLOGICAL: recombinant interleukin-11,Fred Hutchinson Cancer Center,National Cancer Institute (NCI),INTERVENTIONAL,Unknown
NCT03301493,Genomic Testing and Resulting Medical Decisions,https://clinicaltrials.gov/study/NCT03301493,COMPLETED,"Cancer of Unknown Origin|Cancer Refractory|Cancer of Stomach|Cancer Head Neck|Cancer of Skin|Cancer, Lung|Cancer Colorectal|Cancer of Esophagus|Cancer, Bladder|Cancer, Uterus|Cancer Cervix|Cancer Liver|Cancer, Kidney|Cancer, Breast|Hematologic Neoplasms",OTHER: Genomic testing,Arbeitsgemeinschaft medikamentoese Tumortherapie,Roche Pharma AG|AstraZeneca,OBSERVATIONAL,Unknown
NCT04604158,Evaluating the Effect of a Mobile Audio Companion (Elly) to Reduce Anxiety in Cancer Patients,https://clinicaltrials.gov/study/NCT04604158,COMPLETED,Cancer|Cancer Metastatic|Neoplasms|Breast Cancer|Lung Cancer|Glioblastoma|Prostate Cancer|Gynecologic Cancer|Colorectal Cancer|Sarcoma|Kidney Cancer|Bladder Cancer|Lymphoma|Leukemia|Head and Neck Cancer|Pancreas Cancer|Multiple Myeloma|Anxiety|Social Isolation|Stress|Loneliness|Melanoma|Uterine Cancer,BEHAVIORAL: Elly Mobile Phone Application,Gillian Gresham,nan,INTERVENTIONAL,Unknown
NCT02568267,"Basket Study of Entrectinib (RXDX-101) for the Treatment of Patients With Solid Tumors Harboring NTRK 1/2/3 (Trk A/B/C), ROS1, or ALK Gene Rearrangements (Fusions)",https://clinicaltrials.gov/study/NCT02568267,ACTIVE_NOT_RECRUITING,"Breast Cancer|Cholangiocarcinoma|Colorectal Cancer|Head and Neck Neoplasms|Lymphoma, Large-Cell, Anaplastic|Melanoma|Neuroendocrine Tumors|Non-Small Cell Lung Cancer|Ovarian Cancer|Pancreatic Cancer|Papillary Thyroid Cancer|Primary Brain Tumors|Renal Cell Carcinoma|Sarcomas|Salivary Gland Cancers|Adult Solid Tumor",DRUG: Entrectinib,Hoffmann-La Roche,nan,INTERVENTIONAL,Unknown
NCT00378313,"A Study of Gemcitabine, Epirubicin, and Paclitaxel Combination Chemotherapy Given Before Surgery to Patients With Locally Advanced Breast Cancer",https://clinicaltrials.gov/study/NCT00378313,COMPLETED,Stage IIB Breast Cancer|Stage IIIA Breast Cancer|Stage IIIB Breast Cancer|Stage IV Breast Cancer|Breast Cancer|Locally Advanced,"DRUG: gemcitabine, epirubicin, paclitaxel",NSABP Foundation Inc,nan,INTERVENTIONAL,Unknown
NCT00343109,Vaccine Therapy in Treating Patients Receiving Trastuzumab For HER2-Positive Stage IIIB-IV Breast Cancer,https://clinicaltrials.gov/study/NCT00343109,COMPLETED,HER2-positive Breast Cancer|Male Breast Cancer|Stage IIIB Breast Cancer|Stage IIIC Breast Cancer|Stage IV Breast Cancer,BIOLOGICAL: HER-2/neu intracellular domain protein|PROCEDURE: leukapheresis|OTHER: laboratory biomarker analysis|BIOLOGICAL: sargramostim|OTHER: immunologic technique|BIOLOGICAL: synthetic tumor-associated peptide vaccine therapy,University of Washington,National Cancer Institute (NCI),INTERVENTIONAL,Unknown
NCT03538028,A Safety and Tolerability Study of INCAGN02385 in Select Advanced Malignancies,https://clinicaltrials.gov/study/NCT03538028,COMPLETED,Cervical Cancer|Microsatellite Instability (MSI)-High Endometrial Cancer|Gastric Cancer (Including Stomach and Gastroesophageal Junction [GEJ])|Esophageal Cancer|Hepatocellular Carcinoma|Melanoma (Uveal Melanoma Excluded)|Merkel Cell Carcinoma|Mesothelioma|MSI-high Colorectal Cancer|Non-small Cell Lung Cancer (NSCLC)|Ovarian Cancer|Squamous Cell Carcinoma of the Head and Neck (SCCHN)|Small Cell Lung Cancer (SCLC)|Renal Cell Carcinoma (RCC)|Triple-negative Breast Cancer|Urothelial Carcinoma|Diffuse Large B-cell Lymphoma,BIOLOGICAL: INCAGN02385,Incyte Biosciences International Sàrl,nan,INTERVENTIONAL,Unknown
NCT05824975,"A Study to Evaluate the Safety and Therapeutic Activity of GI-102 As a Single Agent and in Combination with Conventional Anti-cancer Drugs, Pembrolizumab or Trastuzumab Deruxtecan(T-DXd) in Patients with Advanced Solid Tumors (KEYNOTE-G08)",https://clinicaltrials.gov/study/NCT05824975,RECRUITING,Advanced Solid Tumor|Metastatic Solid Tumor|Soft Tissue Sarcoma (STS)|Platinum-resistant Ovarian Cancer (PROC)|Hepatocellular Carcinoma (HCC)|Colorectal Cancer (CRC)|HER2 Negative Breast Cancer|Cutaneous Melanoma|Renal Cell Carcinoma (RCC),DRUG: GI-102 subcutaneous (SC)|DRUG: GI-102|DRUG: doxorubicin|DRUG: paclitaxel|DRUG: bevacizumab|DRUG: eribulin|DRUG: trastuzumab deruxtecan (T-DXd)|DRUG: pembrolizumab|DRUG: GI-102,"GI Innovation, Inc.",Merck Sharp & Dohme LLC,INTERVENTIONAL,Unknown
NCT00014456,Combination Chemotherapy Plus Filgrastim in Treating Patients With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT00014456,COMPLETED,Bladder Cancer|Breast Cancer|Carcinoma of Unknown Primary|Esophageal Cancer|Gastric Cancer|Head and Neck Cancer|Lung Cancer|Melanoma (Skin)|Ovarian Cancer|Pancreatic Cancer|Prostate Cancer|Sarcoma,BIOLOGICAL: filgrastim|DRUG: docetaxel|DRUG: gemcitabine hydrochloride,Dartmouth-Hitchcock Medical Center,National Cancer Institute (NCI),INTERVENTIONAL,Unknown
NCT05706129,"A Study to Assess Safety, Tolerability and Imaging Characteristics of [68Ga]Ga-DPI-4452 and to Assess Safety, Tolerability, and Efficacy of [177Lu]Lu-DPI-4452 in Participants With Unresectable Locally Advanced or Metastatic Solid Tumors",https://clinicaltrials.gov/study/NCT05706129,RECRUITING,Clear Cell Renal Cell Cancer (ccRCC)|Pancreatic Ductal Adenocarcinoma (PDAC)|Colorectal Cancer (CRC)|Urothelial Carcinoma (UC)|Indeterminate Renal Mass (IDRM)|Muscle Invasive Bladder Cancer (MIBC)|Head and Neck Cancer (H&N)|Triple Negative Breast Cancer (TNBC)|Squamous Non-Small Cell Lung Cancer (NSCLC),DRUG: [68Ga]Ga-DPI-4452|DRUG: [177Lu]Lu-DPI-4452,ITM Oncologics GmbH,nan,INTERVENTIONAL,Unknown
NCT06133088,Dalpiciclib Combination With Fulvestrant and Compound Gossyfol Acetate Tablets in Women With CDK4/6 Inhibitor-refractory HR-positive HER-2 Negtive Metastatic Breast Cancer: a Phase 2 Clinical Trial.,https://clinicaltrials.gov/study/NCT06133088,UNKNOWN,Advanced HR-positive and HER2-negative Breast Cancer; CDK4/6 Inhibitor Treatment Failed,DRUG: dalpiciclib; fluvestrant; compound gossypol acetate tablets,Zhejiang Cancer Hospital,nan,INTERVENTIONAL,Phase 2
NCT06022029,A Dose Escalation and Dose Expansion Study of Intratumoral ONM-501 Alone and in Combination With Cemiplimab in Patients With Advanced Solid Tumors and Lymphomas.,https://clinicaltrials.gov/study/NCT06022029,RECRUITING,"Triple Negative Breast Cancer|Diffuse Large B Cell Lymphoma|Follicular Lymphoma|Lymphoma, Non-Hodgkin|Mantle Cell Lymphoma|Bladder Cancer|Uveal Melanoma, Recurrent|Cervix Cancer|Carcinoma in Situ|Head and Neck Squamous Cell Carcinoma|Skin Cancer|Metastatic Cancer|Tumor, Solid|Tumor Recurrence",DRUG: ONM-501|DRUG: Cemiplimab,"OncoNano Medicine, Inc.",nan,INTERVENTIONAL,Unknown
NCT03549000,A Phase I/Ib Study of NZV930 Alone and in Combination With PDR001 and /or NIR178 in Patients With Advanced Malignancies.,https://clinicaltrials.gov/study/NCT03549000,TERMINATED,Non-small Cell Lung Cancer (NSCLC)|Triple Negative Breast Cancer (TNBC)|Pancreatic Ductal Adenocarcinoma (PDAC)|Colorectal Cancer Microsatellite Stable (MSS)|Ovarian Cancer|Renal Cell Carcinoma (RCC)|Metastatic Castration Resistant Prostate Cancer (mCRPC),OTHER: NZV930|OTHER: PDR001|DRUG: NIR178,Novartis Pharmaceuticals,nan,INTERVENTIONAL,Phase 1
NCT04100694,"Early Access Program Providing HER2/HER3 Bispecific Antibody, MCLA-128, for a Patient With Advanced NRG1-Fusion Positive Solid Tumor",https://clinicaltrials.gov/study/NCT04100694,APPROVED_FOR_MARKETING,"NRG1 Fusion|Pancreatic Cancer|Non Small Cell Lung Cancer|Solid Tumor, Unspecified, Adult|Prostate Cancer|Head and Neck Cancer|Colorectal Cancer|Breast Cancer|Cholangiocarcinoma|Renal Cell Carcinoma|Unknown Primary Tumors",DRUG: MCLA-128,Merus N.V.,nan,EXPANDED_ACCESS,Unknown
NCT05081609,A Study to Investigate Safety and Tolerability of TransCon IL-2 β/γ Alone or in Combination With Pembrolizumab and/or TransCon TLR7/8 Agonist or Other Anticancer Therapies in Adult Participants With Locally Advanced or Metastatic Solid Tumor Malignancies,https://clinicaltrials.gov/study/NCT05081609,RECRUITING,Advanced Solid Tumor|Locally Advanced Solid Tumor|Metastatic Solid Tumor|Platinum-resistant Ovarian Cancer|Post Anti-PD-1 Melanoma|2L+ Cervical Cancer|Neoadjuvant Melanoma|Neoadjuvant Non-Small Cell Lung Cancer|Post Anti-PD-(L)1 Non-Small Cell Lung Cancer|Post Anti-PD-(L)1 Small Cell Lung Cancer|Third Line or Later (3L+) HER2+ Breast Cancer|Second or Third Line (2L/3L) Cervical Cancer|Third-line or Later (3L+) Platinum-resistant Ovarian Cancer (PROC),DRUG: TransCon IL-2 β/γ|DRUG: Pembrolizumab|DRUG: Chemotherapy drug|DRUG: TransCon TLR7/8 Agonist|PROCEDURE: Surgery|DRUG: Trastuzumab|DRUG: Trastuzumab emtansine (T-DM1),Ascendis Pharma Oncology Division A/S,nan,INTERVENTIONAL,Unknown
NCT04712396,A Study to Assess How Itraconazole Affects the Uptake and Elimination of Capivasertib in the Body,https://clinicaltrials.gov/study/NCT04712396,COMPLETED,"Healthy Volunteers (Intended Indication: Metastatic Patients With Triple Negative or HR+ Breast Cancer, or Hormone Sensitive Prostate Cancer)",DRUG: Capivasertib|DRUG: Itraconazole,AstraZeneca,Parexel,INTERVENTIONAL,Unknown
NCT02567396,Talazoparib in Treating Patients With Advanced or Metastatic Solid Tumors That Cannot Be Removed by Surgery and Liver or Kidney Dysfunction,https://clinicaltrials.gov/study/NCT02567396,WITHDRAWN,Estrogen Receptor Negative|Head and Neck Squamous Cell Carcinoma|HER2/Neu Negative|Hormone-Resistant Prostate Cancer|Metastatic Pancreatic Adenocarcinoma|Progesterone Receptor Negative|Solid Neoplasm|Stage III Mesothelioma|Stage IIIA Gastric Cancer|Stage IIIA Non-Small Cell Lung Cancer|Stage IIIA Ovarian Cancer|Stage IIIA Small Cell Lung Carcinoma|Stage IIIB Gastric Cancer|Stage IIIB Non-Small Cell Lung Cancer|Stage IIIB Ovarian Cancer|Stage IIIB Small Cell Lung Carcinoma|Stage IIIC Gastric Cancer|Stage IIIC Ovarian Cancer|Stage IV Mesothelioma|Stage IV Non-Small Cell Lung Cancer|Stage IV Ovarian Cancer|Stage IV Small Cell Lung Carcinoma|Triple-Negative Breast Carcinoma,OTHER: Laboratory Biomarker Analysis|OTHER: Pharmacological Study|DRUG: Talazoparib,National Cancer Institute (NCI),nan,INTERVENTIONAL,Unknown
NCT05891197,A Biomarker Screening Protocol for Participants With Solid Tumors,https://clinicaltrials.gov/study/NCT05891197,TERMINATED,"Triple Negative Breast Cancer|Non-small Cell Lung Cancer|Non Small Cell Lung Cancer|Non Small Cell Lung Cancer Metastatic|Non-Small Cell Carcinoma of Lung, TNM Stage 4|Advanced Breast Cancer|Advanced Lung Carcinoma|NSCLC|NSCLC, Recurrent|NSCLC Stage IV|Relapsed Cancer|Relapse/Recurrence|Recurrent Breast Cancer|Recurrent NSCLC|Platinum-resistant Ovarian Cancer|Ovarian Cancer|Primary Peritoneal Carcinoma|Fallopian Tube Cancer|Endometrial Cancer|Endometrioid Tumor|High Grade Serous Carcinoma|Ovarian Epithelial Cancer",nan,"Lyell Immunopharma, Inc.",ICON plc,OBSERVATIONAL,Unknown
