nct_id,title,url,status,conditions,interventions,sponsor,collaborators,study_type,phase
NCT05057598,DianaWeb: Before and After Study Online Based Participatory Research on Breast Cancer Women,https://clinicaltrials.gov/study/NCT05057598,RECRUITING,Breast Cancer,OTHER: Community-based participatory research on diet and lifestyle,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano","University Of Perugia|Azienda Ospedaliera Universitaria Policlinico Paolo Giaccone Palermo|Azienda Socio Sanitaria Territoriale di Mantova|Presidio Ospedaliero Unico ""Santa Maria della Misericordia"", Urbino|Ospedale Città di Castello- Perugia|University of Urbino ""Carlo Bo""|Fondazione Vita e Salute",INTERVENTIONAL,Unknown
NCT00193076,"Combination Gemcitabine, Carboplatin With or Without Trastuzumab in Patients With Metastatic Breast Cancer",https://clinicaltrials.gov/study/NCT00193076,COMPLETED,Breast Cancer,DRUG: Gemcitabine|DRUG: Carboplatin|DRUG: Trastuzumab,"SCRI Development Innovations, LLC","Eli Lilly and Company|Genentech, Inc.",INTERVENTIONAL,Unknown
NCT06695039,Diagnostic Performance of [18F]FES PET/CT for Axillary LN Metastasis in ER-positive Breast Cancer,https://clinicaltrials.gov/study/NCT06695039,COMPLETED,Breast Cancer Invasive,DIAGNOSTIC_TEST: Fluoroestradiol (18F),Asan Medical Center,nan,INTERVENTIONAL,Unknown
NCT02599714,Study of AZD2014 and Palbociclib in Patients With Estrogen Receptor Positive (ER+) Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT02599714,COMPLETED,Advanced and Metastatic Breast Cancer,DRUG: AZD2014|DRUG: Palbociclib|DRUG: Fulvestrant,AstraZeneca,nan,INTERVENTIONAL,Unknown
NCT06937281,SABR PRIMER - Evaluating Stereotactic Ablative Radiotherapy for Primary and Regional Breast Tumors,https://clinicaltrials.gov/study/NCT06937281,NOT_YET_RECRUITING,Breast Cancer|Metastases,RADIATION: SABR,British Columbia Cancer Agency,nan,INTERVENTIONAL,Unknown
NCT02706964,Imaging the Patterns of Breast Cancer Early Metastases,https://clinicaltrials.gov/study/NCT02706964,COMPLETED,Breast Cancer,DEVICE: Positron emission tomography/x-ray computed tomography|DEVICE: Magnetic resonance imaging|DEVICE: x-ray computed tomography (CT),University of Florida,Florida Academic Cancer Center Alliance,INTERVENTIONAL,Unknown
NCT00540800,BREAST-10: Three-weekly Versus Weekly First-line Chemotherapy for Metastatic or Locally Advanced Breast Cancer,https://clinicaltrials.gov/study/NCT00540800,COMPLETED,Breast Cancer,DRUG: docetaxel|DRUG: epirubicin|DRUG: capecitabine,"National Cancer Institute, Naples",nan,INTERVENTIONAL,Unknown
NCT00431795,Randomized Phase II Study of Epirubicin vs Caelyx in Pretreated Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00431795,TERMINATED,Breast Cancer,DRUG: Pegylated liposomal doxorubicin (Caelyx)|DRUG: Epirubicin,Hellenic Oncology Research Group,University Hospital of Crete,INTERVENTIONAL,Phase 2
NCT04683679,A Study of Radiation Therapy With Pembrolizumab and Olaparib or Other Radiosensitizers in Women Who Have Triple-Negative or Hormone-Receptor Positive/Her2 Negative Breast Cancer,https://clinicaltrials.gov/study/NCT04683679,RECRUITING,Triple Negative Breast Cancer|TNBC - Triple-Negative Breast Cancer|Breast Cancer|Metastatic Breast Cancer,DRUG: Pembrolizumab|DRUG: Olaparib|RADIATION: Radiation,Memorial Sloan Kettering Cancer Center,nan,INTERVENTIONAL,Unknown
NCT00128843,Exemestane Versus Anastrozole as First Line Hormone Therapy in Postmenopausal Metastatic Breast Cancer Patients,https://clinicaltrials.gov/study/NCT00128843,COMPLETED,Breast Cancer,DRUG: Exemestane|DRUG: Anastrozole,Spanish Breast Cancer Research Group,Pfizer,INTERVENTIONAL,Unknown
NCT00630032,Safety and Efficacy Comparison of Docetaxel and Ixabepilone in Non Metastatic Poor Prognosis Breast Cancer,https://clinicaltrials.gov/study/NCT00630032,COMPLETED,Breast Cancer,DRUG: cyclophosphamide|DRUG: Docetaxel|DRUG: epirubicin hydrochloride|DRUG: fluorouracil|DRUG: ixabepilone,UNICANCER,nan,INTERVENTIONAL,Unknown
NCT05868226,PRE-I-SPY Phase I/Ib Oncology Platform Program,https://clinicaltrials.gov/study/NCT05868226,RECRUITING,"HER2-positive Breast Cancer|Metastatic Cancer|Metastatic Breast Cancer|Metastatic|HER2-positive Metastatic Breast Cancer|HER2 Mutation-Related Tumors|HER-2 Protein Overexpression|HER2-negative Breast Cancer|Triple Negative Breast Cancer|HR Positive|Hormone Receptor-positive Breast Cancer|Estrogen Receptor Positive Tumor|Progesterone Receptor-positive Breast Cancer|Hormone Receptor Negative Breast Carcinoma|Solid Tumor|Solid Tumor, Adult|Solid Carcinoma|HER2 Low Breast Cancer|HER2 Low Breast Carcinoma|ER Positive Breast Cancer|PR-positive Breast Cancer",DRUG: ALX148|DRUG: Fam-Trastuzumab Deruxtecan-Nxki|DRUG: Zanidatamab|DRUG: Tucatinib,QuantumLeap Healthcare Collaborative,nan,INTERVENTIONAL,Phase 1
NCT05831553,TIP in Patients Affected by Metastatic TNBC,https://clinicaltrials.gov/study/NCT05831553,UNKNOWN,Metastatic Triple-negative Breast Cancer,DIAGNOSTIC_TEST: Tissue Immune Profile,Fondazione per la Medicina Personalizzata,University of Roma La Sapienza,OBSERVATIONAL,Unknown
NCT03393845,"Study of Pembrolizumab Plus Fulvestrant in Hormone Receptor Positive, HER-2 Negative Advanced/Metastatic Breast Cancer Patients",https://clinicaltrials.gov/study/NCT03393845,UNKNOWN,Breast Cancer,DRUG: Pembrolizumab|DRUG: Fulvestrant,"Nancy Chan, MD",Merck Sharp & Dohme LLC,INTERVENTIONAL,Unknown
NCT06756932,BGB-21447 (Bcl-2 Inhibitor) Combinations for Adults With Hormone-Receptor Positive (HR+)/Human Epidermal Growth Factor Receptor 2 Negative (HER2-) Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT06756932,RECRUITING,Hormone-receptor-positive Breast Cancer|HER2-negative Breast Cancer|Metastatic Breast Cancer,DRUG: BGB-21447|DRUG: Fulvestrant|DRUG: BGB-43395,BeOne Medicines,nan,INTERVENTIONAL,Unknown
NCT05339685,A Study of BL-M02D1 in Patients With Locally Advanced or Metastatic Triple Negative Breast Cancer or Other Solid Tumors,https://clinicaltrials.gov/study/NCT05339685,ACTIVE_NOT_RECRUITING,Breast Cancer,DRUG: BL-M02D1,"Sichuan Baili Pharmaceutical Co., Ltd.","SystImmune Inc.|Baili-Bio (Chengdu) Pharmaceutical Co., Ltd.",INTERVENTIONAL,Unknown
NCT04993014,Circulating Tumor Cells and Treatment De-escalation After Neoadjuvant Therapy for HER2 Positive Breast Cancer,https://clinicaltrials.gov/study/NCT04993014,RECRUITING,Breast Neoplasms|HER2-positive Breast Cancer|Circulating Tumor Cell,DRUG: Pertuzumab|DRUG: Trastuzumab|OTHER: Circulating tumor cells,AC Camargo Cancer Center,nan,INTERVENTIONAL,Unknown
NCT00002628,Addition of Paclitaxel to High-Dose Combination Chemotherapy in Treating Women With Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00002628,UNKNOWN,Breast Cancer,BIOLOGICAL: filgrastim|DRUG: carboplatin|DRUG: cyclophosphamide|DRUG: mesna|DRUG: paclitaxel|PROCEDURE: peripheral blood stem cell transplantation,St. Louis University,nan,INTERVENTIONAL,Unknown
NCT02536625,Study of the Impact of Everolimus Treatment on Lymphocytes NK (Natural Killer) Development and Functions for Patients With a Metastatic Breast Cancer (HR+ / HER2/Neu Negative),https://clinicaltrials.gov/study/NCT02536625,COMPLETED,Breast Cancer,OTHER: prospective study,Centre Leon Berard,"The Biostatistics and Therapy Evaluation Unit|Institut National de la Santé Et de la Recherche Médicale, France|Ligue contre le cancer, France",OBSERVATIONAL,Unknown
NCT00570921,Study of Combined Fulvestrant and Everolimus in Advanced/Metastatic Breast Cancer After Aromatase Inhibitor Failure,https://clinicaltrials.gov/study/NCT00570921,COMPLETED,Breast Cancer,DRUG: Everolimus|DRUG: Fulvestrant,Mara Chambers,Novartis,INTERVENTIONAL,Unknown
NCT00006123,Chemotherapy and Peripheral Stem Cell Transplantation Followed by Trastuzumab in Treating Women With Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00006123,WITHDRAWN,Breast Cancer,BIOLOGICAL: trastuzumab|DRUG: carboplatin|DRUG: carmustine|DRUG: cisplatin|DRUG: cyclophosphamide|DRUG: thiotepa|PROCEDURE: peripheral blood stem cell transplantation,Beth Israel Deaconess Medical Center,nan,INTERVENTIONAL,Unknown
NCT00416130,Clinical Trial of SAHA in Patients With Breast Cancer,https://clinicaltrials.gov/study/NCT00416130,UNKNOWN,Breast Cancer,DRUG: Vorinostat,"National University Hospital, Singapore",Merck Sharp & Dohme LLC,INTERVENTIONAL,Unknown
NCT00002937,Paclitaxel With or Without PSC 833 in Treating Patients With Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00002937,COMPLETED,Breast Cancer,DRUG: paclitaxel|DRUG: valspodar,City of Hope Medical Center,National Cancer Institute (NCI),INTERVENTIONAL,Unknown
NCT02447003,Study of Pembrolizumab (MK-3475) Monotherapy for Metastatic Triple-Negative Breast Cancer (MK-3475-086/KEYNOTE-086),https://clinicaltrials.gov/study/NCT02447003,COMPLETED,Breast Cancer,BIOLOGICAL: Pembrolizumab,Merck Sharp & Dohme LLC,nan,INTERVENTIONAL,Unknown
NCT01111825,Temsirolimus Plus Neratinib for Patients With Metastatic HER2-Amplified or Triple Negative Breast Cancer,https://clinicaltrials.gov/study/NCT01111825,COMPLETED,Breast Cancer,DRUG: Temsirolimus|DRUG: Neratinib,"Puma Biotechnology, Inc.",nan,INTERVENTIONAL,Unknown
NCT05384119,Phase 1b/2 Study of TTI-101 in Combination for Patients With Metastatic Hormone Receptor-Positive and HER2-Negative Breast Cancer,https://clinicaltrials.gov/study/NCT05384119,TERMINATED,Breast Cancer,DRUG: TTI-101|DRUG: Palbociclib|DRUG: Aromatase inhibitor (AI)|DRUG: fulvestrant|DRUG: ribociclib,"Tvardi Therapeutics, Incorporated",nan,INTERVENTIONAL,Phase 1
NCT04398108,A Study to Evaluate the Pharmacokinetics of Margetuximab in Chinese Patients With HER2+ MBC,https://clinicaltrials.gov/study/NCT04398108,COMPLETED,HER2 Positive Metastatic Breast Cancer,DRUG: Margetuximab Margetuximab-IV,"Zai Lab (Shanghai) Co., Ltd.",nan,INTERVENTIONAL,Unknown
NCT03734029,Trastuzumab Deruxtecan (DS-8201a) Versus Investigator's Choice for HER2-low Breast Cancer That Has Spread or Cannot be Surgically Removed [DESTINY-Breast04],https://clinicaltrials.gov/study/NCT03734029,ACTIVE_NOT_RECRUITING,Breast Cancer,DRUG: Trastuzumab deruxtecan (DS-8201a)|DRUG: Capecitabine|DRUG: Eribulin|DRUG: Gemcitabine|DRUG: Paclitaxel|DRUG: Nab-paclitaxel,Daiichi Sankyo,"Daiichi Sankyo Co., Ltd.|AstraZeneca",INTERVENTIONAL,Unknown
NCT01269346,Eribulin With Trastuzumab as First-line Therapy for Locally Recurrent or Metastatic HER2 Positive Breast Cancer,https://clinicaltrials.gov/study/NCT01269346,COMPLETED,Breast Cancer,DRUG: Eribulin Mesylate,Eisai Inc.,nan,INTERVENTIONAL,Unknown
NCT04818632,AZD9833 China PK Study,https://clinicaltrials.gov/study/NCT04818632,COMPLETED,"ER+, HER2-, Metastatic Breast Cancer",DRUG: AZD9833|DRUG: AZD9833|DRUG: AZD9833 with palbociclib|DRUG: AZD9833 with everolimus,AstraZeneca,nan,INTERVENTIONAL,Unknown
NCT00903006,"Trial of Fulvestrant, MK-0646, and Dasatinib for Metastatic Hormone Receptor-Positive HER2-Negative Breast Cancer",https://clinicaltrials.gov/study/NCT00903006,TERMINATED,Breast Cancer,DRUG: Fulvestrant|DRUG: MK-0646|DRUG: Dasatinib,M.D. Anderson Cancer Center,Bristol-Myers Squibb|Merck Sharp & Dohme LLC|Commonwealth Foundation for Cancer Research,INTERVENTIONAL,Unknown
NCT00440622,Study of Gemcitabine and Herceptin Versus Xeloda and Herceptin in HER-2 (+) Metastatic Breast Cancer Patients,https://clinicaltrials.gov/study/NCT00440622,TERMINATED,Breast Cancer,DRUG: Gemcitabine|DRUG: Herceptin|DRUG: Capecitabine (Xeloda),Hellenic Oncology Research Group,University Hospital of Crete,INTERVENTIONAL,Unknown
NCT00121836,A Study of Xeloda (Capecitabine) in Women With HER2-Negative Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00121836,COMPLETED,Breast Cancer,DRUG: Capecitabine|DRUG: Bevacizumab,Hoffmann-La Roche,nan,INTERVENTIONAL,Unknown
NCT01361945,AUY922 With Lapatinib and Letrozole for ER+ HER2+ Advanced Breast Cancer,https://clinicaltrials.gov/study/NCT01361945,WITHDRAWN,Breast Cancer|Metastatic Breast Cancer|HER-2 Positive Breast Cancer|ER Positive Breast Cancer,DRUG: AUY922,"Texas Tech University Health Sciences Center, El Paso",nan,INTERVENTIONAL,Unknown
NCT02415725,Early Detection of Lymphedema After Cancer Treatments,https://clinicaltrials.gov/study/NCT02415725,UNKNOWN,Lymphadenectomy|Breast Cancer,DRUG: Indocyanine Green,Centre Hospitalier Universitaire Saint Pierre,nan,INTERVENTIONAL,Unknown
NCT01517802,A Study That Provides Long-term Safety Follow-up and Examines Long-term Exposure to Abiraterone Acetate,https://clinicaltrials.gov/study/NCT01517802,COMPLETED,Metastatic Castration-resistant Prostate Cancer|Metastatic Breast Cancer,DRUG: Abiraterone acetate|DRUG: Prednisone,"Janssen Research & Development, LLC",nan,INTERVENTIONAL,Unknown
NCT03887130,Study of Oral Vinorelbine Plus Capecitabine Versus Taxane-gemcitabine Combinations as 1st Line Chemotherapy in Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT03887130,COMPLETED,Breast Cancer,DRUG: oral vinorelbine|DRUG: Capecitabine|DRUG: Gemcitabine 1250 mg/m²|DRUG: Gemcitabine 1000 mg/m²|DRUG: Paclitaxel|DRUG: Docetaxel,Pierre Fabre Medicament,nan,INTERVENTIONAL,Unknown
NCT04874025,Observational Analysis of Palbociclib Treatment in Patients With First Line Therapy for Locally Advanced and/or Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT04874025,COMPLETED,Breast Cancer,DRUG: Ibrance,"Hospital San Carlos, Madrid",nan,OBSERVATIONAL,Unknown
NCT00393783,Xenogeneic HER2/Neu DNA Immunization for Patients With Metastatic and High Risk Breast Cancer: A Phase I Study to Assess Safety and Immunogenicity,https://clinicaltrials.gov/study/NCT00393783,ACTIVE_NOT_RECRUITING,Breast Cancer,BIOLOGICAL: MAB HER 2 (HERCEPTIN),Memorial Sloan Kettering Cancer Center,nan,INTERVENTIONAL,Phase 1
NCT06910761,Photon Craniospinal Irradiation for the Treatment of Leptomeningeal Disease Secondary to Breast Cancer or Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT06910761,RECRUITING,Anatomic Stage IV Breast Cancer AJCC v8|Metastatic Breast Carcinoma|Metastatic Lung Non-Small Cell Carcinoma|Metastatic Malignant Neoplasm in the Leptomeninges|Stage IV Lung Cancer AJCC v8,PROCEDURE: Biospecimen Collection|RADIATION: Craniospinal Irradiation|OTHER: Electronic Health Record Review|PROCEDURE: Lumbar Puncture|PROCEDURE: Magnetic Resonance Imaging|PROCEDURE: Ommaya Reservoir Tap|OTHER: Questionnaire Administration|RADIATION: Volume Modulated Arc Therapy,City of Hope Medical Center,National Cancer Institute (NCI),INTERVENTIONAL,Unknown
NCT00098605,Lapatinib in Treating Brain Metastases in Patients With Stage IV Breast Cancer and Brain Metastases,https://clinicaltrials.gov/study/NCT00098605,COMPLETED,Central Nervous System Metastases|HER2-positive Breast Cancer|Male Breast Cancer|Recurrent Breast Cancer|Stage IV Breast Cancer|Tumors Metastatic to Brain,DRUG: lapatinib ditosylate|OTHER: laboratory biomarker analysis|PROCEDURE: quality-of-life assessment|OTHER: questionnaire administration,National Cancer Institute (NCI),nan,INTERVENTIONAL,Unknown
NCT02020291,"Phase I Study to Evaluate Safety, Tolerability, Anti-Tumour Activity and PK Profiles of Foxy-5 in Metastatic Breast, Colon or Prostate Cancer",https://clinicaltrials.gov/study/NCT02020291,COMPLETED,Metastatic Breast Cancer|Colorectal Cancer|Prostate Cancer,DRUG: Foxy-5,WntResearch AB,nan,INTERVENTIONAL,Phase 1
NCT06343987,The FEMA Study: Feasibility of Exercise in Patients With Metastatic Breast Cancer and Adiposity,https://clinicaltrials.gov/study/NCT06343987,COMPLETED,Metastatic Breast Cancer|Estrogen-receptor-positive Breast Cancer|Adiposity,BEHAVIORAL: Physical Activity,Aarhus University Hospital,Danish Cancer Society,INTERVENTIONAL,Unknown
NCT00003902,Capecitabine and Vinorelbine in Treating Older Women Who Have Metastatic Breast Cancer With or Without Bone Involvement,https://clinicaltrials.gov/study/NCT00003902,COMPLETED,Breast Cancer,DRUG: capecitabine|DRUG: vinorelbine tartrate,Swiss Cancer Institute,nan,INTERVENTIONAL,Unknown
NCT06533332,A Phase 1 Trial of ERX-315 in Participants With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT06533332,RECRUITING,Advanced Solid Tumor|Metastatic Breast Cancer|Metastatic Ovarian Cancer|Metastatic Endometrial Cancer|Metastatic Liver Cancer|Metastatic Pancreatic Cancer,DRUG: ERX-315,EtiraRx Australia Pty Ltd,nan,INTERVENTIONAL,Phase 1
NCT06938711,"A Rollover Protocol of Elacestrant, in Combination With Onapristone, for Patients With ER+, PR+, HER2- Advanced or Metastatic Breast Cancer",https://clinicaltrials.gov/study/NCT06938711,WITHDRAWN,Breast Cancer,DRUG: Elacestrant|DRUG: Onapristone,Context Therapeutics Inc.,nan,INTERVENTIONAL,Unknown
NCT00020410,Radiolabeled Monoclonal Antibody Followed by Peripheral Stem Cell Transplantation in Treating Patients With Relapsed or Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00020410,COMPLETED,Breast Cancer,BIOLOGICAL: filgrastim|PROCEDURE: peripheral blood stem cell transplantation|RADIATION: yttrium Y 90 monoclonal antibody B3,National Cancer Institute (NCI),nan,INTERVENTIONAL,Unknown
NCT04176848,CFI-400945 and Durvalumab in Patients With Advanced Triple Negative Breast Cancer,https://clinicaltrials.gov/study/NCT04176848,ACTIVE_NOT_RECRUITING,Breast Cancer,DRUG: CFI-400945|DRUG: Durvalumab,Canadian Cancer Trials Group,"AstraZeneca|University Health Network, Toronto",INTERVENTIONAL,Unknown
NCT00075764,S0226 Anastrozole With or Without Fulvestrant as First-Line Therapy in Postmenopausal Women With Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00075764,COMPLETED,Breast Cancer,DRUG: anastrozole|DRUG: fulvestrant,SWOG Cancer Research Network,National Cancer Institute (NCI)|NCIC Clinical Trials Group,INTERVENTIONAL,Unknown
NCT04995575,Dissecting the Pathways of Therapy Resistance in Early Breast Cancer,https://clinicaltrials.gov/study/NCT04995575,TERMINATED,Breast Cancer,"PROCEDURE: collection of the biopsy, blood samples",European Organisation for Research and Treatment of Cancer - EORTC,nan,OBSERVATIONAL,Unknown
NCT00898014,Blood Levels of Tumor Cells in Predicting Response in Patients Receiving First-Line Chemotherapy for Stage IV Breast Cancer,https://clinicaltrials.gov/study/NCT00898014,COMPLETED,Breast Cancer,GENETIC: fluorescence in situ hybridization|OTHER: immunologic technique|OTHER: laboratory biomarker analysis,Institut Curie,nan,OBSERVATIONAL,Unknown
